idx; time; symbol; price; 52wh; 52wchp; 200da; dd52; trend; volume; shortName; longName
03; 2026.02.10_12:01:13; AMEE.DE; 700,60; 701,50; 50,99; 542,24; -00,13; 1,29; 239; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_12:14:05; LSMC.DE; 78,35; 79,58; 43,30; 62,17; -01,55; 1,26; 5172; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_12:16:53; DFEN.DE; 58,53; 64,51; 56,23; 51,52; -09,27; 1,14; 89724; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_12:16:20; WTIF.DE; 52,50; 52,70; 48,02; 40,54; -00,38; 1,29; 16210; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_12:14:49; EUDF.DE; 33,45; 36,03; 34,39; 30,79; -07,17; 1,09; 145970; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_12:15:41; LYBK.DE; 342,40; 349,15; 68,44; 278,99; -01,93; 1,23; 8183; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_12:16:58; IBCJ.DE; 30,10; 30,70; 38,80; 25,71; -01,97; 1,17; 40231; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_11:52:10; SXR2.DE; 244,20; 246,50; 15,59; 218,09; -00,93; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_11:38:43; UFMB.DE; 21,18; 21,43; 20,18; 19,19; -01,14; 1,10; 4892; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_12:08:13; CEMR.DE; 15,52; 15,82; 21,51; 13,85; -01,87; 1,12; 11655; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_12:17:13; XB4A.DE; 117,10; 117,48; 49,78; 97,22; -00,32; 1,20; 3188; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_12:15:44; XESP.DE; 57,98; 58,23; 47,62; 48,33; -00,43; 1,20; 5486; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_12:15:17; JEDI.DE; 70,09; 75,06; 79,82; 48,56; -06,62; 1,44; 10874; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_12:24:06; VWCE.DE; 148,82; 150,38; 06,22; 138,11; -01,04; 1,08; 77809; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_12:20:15; SXRV.DE; 1217,20; 1301,60; 00,77; 1166,12; -06,48; 1,04; 1504; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_12:21:34; AMEE.DE; 701,40; 701,50; 50,99; 542,24; -00,01; 1,29; 240; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_12:18:50; LSMC.DE; 78,35; 79,58; 43,30; 62,17; -01,55; 1,26; 5231; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_12:23:57; DFEN.DE; 58,54; 64,51; 56,23; 51,52; -09,25; 1,14; 90809; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_12:19:09; WTIF.DE; 52,50; 52,70; 48,02; 40,54; -00,38; 1,29; 16267; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_12:21:27; EUDF.DE; 33,49; 36,03; 34,39; 30,79; -07,05; 1,09; 146484; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_12:19:18; LYBK.DE; 342,40; 349,15; 68,44; 278,99; -01,93; 1,23; 8186; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_12:23:08; IBCJ.DE; 30,09; 30,70; 38,80; 25,71; -02,00; 1,17; 42809; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_11:52:10; SXR2.DE; 244,20; 246,50; 15,59; 218,09; -00,93; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_11:38:43; UFMB.DE; 21,18; 21,43; 20,18; 19,19; -01,14; 1,10; 4892; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_12:23:31; CEMR.DE; 15,54; 15,82; 21,51; 13,85; -01,73; 1,12; 12105; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_12:21:54; XB4A.DE; 117,10; 117,48; 49,78; 97,22; -00,32; 1,20; 3216; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_12:15:44; XESP.DE; 57,98; 58,23; 47,62; 48,33; -00,43; 1,20; 5486; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_12:20:36; JEDI.DE; 70,13; 75,06; 79,82; 48,56; -06,57; 1,44; 11000; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_12:30:45; VWCE.DE; 148,80; 150,38; 06,22; 138,11; -01,05; 1,08; 83426; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_12:29:40; SXRV.DE; 1217,60; 1301,60; 00,77; 1166,12; -06,45; 1,04; 1542; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_12:21:34; AMEE.DE; 701,40; 701,50; 50,99; 542,24; -00,01; 1,29; 240; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_12:30:02; LSMC.DE; 78,32; 79,58; 43,30; 62,17; -01,58; 1,26; 5282; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_12:30:10; DFEN.DE; 58,57; 64,51; 56,23; 51,52; -09,21; 1,14; 90894; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_12:28:29; WTIF.DE; 52,54; 52,70; 48,02; 40,54; -00,30; 1,30; 16427; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_12:30:55; EUDF.DE; 33,48; 36,03; 34,39; 30,79; -07,08; 1,09; 148436; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_12:19:18; LYBK.DE; 342,40; 349,15; 68,44; 278,99; -01,93; 1,23; 8231; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_12:30:05; IBCJ.DE; 30,12; 30,70; 38,80; 25,71; -01,91; 1,17; 42933; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_11:52:10; SXR2.DE; 244,20; 246,50; 17,08; 218,34; -00,93; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_11:38:43; UFMB.DE; 21,18; 21,43; 20,18; 19,19; -01,14; 1,10; 4892; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_12:29:07; CEMR.DE; 15,56; 15,82; 21,51; 13,85; -01,66; 1,12; 12196; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_12:30:24; XB4A.DE; 117,14; 117,48; 52,19; 97,39; -00,29; 1,20; 3227; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_12:24:14; XESP.DE; 57,98; 58,23; 47,62; 48,33; -00,43; 1,20; 5487; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_12:25:15; JEDI.DE; 70,17; 75,06; 85,99; 48,75; -06,51; 1,44; 11003; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_12:37:11; VWCE.DE; 148,82; 150,38; 06,22; 138,11; -01,04; 1,08; 84302; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_12:32:11; SXRV.DE; 1218,00; 1301,60; 01,31; 1167,66; -06,42; 1,04; 1564; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_12:21:34; AMEE.DE; 701,40; 701,50; 50,99; 542,24; -00,01; 1,29; 240; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_12:36:26; LSMC.DE; 78,33; 79,58; 43,30; 62,17; -01,57; 1,26; 8052; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_12:37:07; DFEN.DE; 58,54; 64,51; 56,23; 51,52; -09,25; 1,14; 91238; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_12:32:29; WTIF.DE; 52,50; 52,70; 48,02; 40,54; -00,38; 1,29; 16522; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_12:31:53; EUDF.DE; 33,49; 36,03; 34,39; 30,79; -07,06; 1,09; 148526; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_12:35:58; LYBK.DE; 342,95; 349,15; 68,44; 278,99; -01,78; 1,23; 8305; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_12:36:38; IBCJ.DE; 30,08; 30,70; 38,80; 25,71; -02,02; 1,17; 43317; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_11:52:10; SXR2.DE; 244,20; 246,50; 17,08; 218,34; -00,93; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_11:38:43; UFMB.DE; 21,18; 21,43; 20,18; 19,19; -01,14; 1,10; 4892; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_12:32:41; CEMR.DE; 15,56; 15,82; 23,27; 13,86; -01,63; 1,12; 13021; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_12:30:24; XB4A.DE; 117,14; 117,48; 52,19; 97,39; -00,29; 1,20; 3227; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_12:36:38; XESP.DE; 58,05; 58,23; 49,77; 48,41; -00,31; 1,20; 5581; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_12:36:38; JEDI.DE; 70,13; 75,06; 85,99; 48,75; -06,57; 1,44; 11057; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_12:44:32; VWCE.DE; 148,84; 150,38; 06,74; 138,23; -01,02; 1,08; 87321; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_12:44:05; SXRV.DE; 1218,20; 1301,60; 01,31; 1167,66; -06,41; 1,04; 1581; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_12:21:34; AMEE.DE; 701,40; 701,50; 54,92; 543,52; -00,01; 1,29; 240; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_12:39:28; LSMC.DE; 78,34; 79,58; 43,30; 62,17; -01,56; 1,26; 8055; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_12:42:58; DFEN.DE; 58,56; 64,51; 56,23; 51,52; -09,22; 1,14; 94683; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_12:32:29; WTIF.DE; 52,50; 52,70; 50,06; 40,63; -00,38; 1,29; 16522; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_12:44:12; EUDF.DE; 33,47; 36,03; 34,39; 30,79; -07,11; 1,09; 150678; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_12:41:03; LYBK.DE; 343,05; 349,15; 72,11; 279,57; -01,75; 1,23; 8342; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_12:42:57; IBCJ.DE; 30,08; 30,70; 40,39; 25,74; -02,02; 1,17; 43321; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_11:52:10; SXR2.DE; 244,20; 246,50; 17,08; 218,34; -00,93; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_11:38:43; UFMB.DE; 21,18; 21,43; 20,32; 19,21; -01,14; 1,10; 4892; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_12:41:25; CEMR.DE; 15,57; 15,82; 23,27; 13,86; -01,58; 1,12; 13546; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_12:42:46; XB4A.DE; 117,32; 117,48; 52,19; 97,39; -00,14; 1,20; 3230; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_12:36:38; XESP.DE; 58,05; 58,23; 49,77; 48,41; -00,31; 1,20; 5581; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_12:42:39; JEDI.DE; 70,10; 75,06; 85,99; 48,75; -06,61; 1,44; 11502; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_12:51:20; VWCE.DE; 148,88; 150,38; 06,74; 138,23; -01,00; 1,08; 95065; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_12:50:09; SXRV.DE; 1218,40; 1301,60; 01,31; 1167,66; -06,39; 1,04; 1601; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_12:21:34; AMEE.DE; 701,40; 701,50; 54,92; 543,52; -00,01; 1,29; 240; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_12:47:53; LSMC.DE; 78,35; 79,58; 43,30; 62,17; -01,55; 1,26; 8096; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_12:50:02; DFEN.DE; 58,60; 64,51; 56,23; 51,52; -09,16; 1,14; 97149; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_12:32:29; WTIF.DE; 52,50; 52,70; 50,06; 40,63; -00,38; 1,29; 16522; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_12:51:04; EUDF.DE; 33,51; 36,03; 34,39; 30,79; -06,99; 1,09; 153200; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_12:41:03; LYBK.DE; 343,05; 349,15; 72,11; 279,57; -01,75; 1,23; 8342; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_12:50:48; IBCJ.DE; 30,08; 30,70; 40,39; 25,74; -02,04; 1,17; 43593; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_11:52:10; SXR2.DE; 244,20; 246,50; 17,08; 218,34; -00,93; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_11:38:43; UFMB.DE; 21,18; 21,43; 20,32; 19,21; -01,14; 1,10; 4892; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_12:49:18; CEMR.DE; 15,56; 15,82; 23,27; 13,86; -01,66; 1,12; 13661; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_12:50:46; XB4A.DE; 117,24; 117,48; 52,19; 97,39; -00,20; 1,20; 3273; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_12:49:04; XESP.DE; 58,01; 58,23; 49,77; 48,41; -00,38; 1,20; 5621; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_12:51:16; JEDI.DE; 70,20; 75,06; 85,99; 48,75; -06,47; 1,44; 11672; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_12:58:03; VWCE.DE; 148,88; 150,38; 06,74; 138,23; -01,00; 1,08; 97151; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_12:58:07; SXRV.DE; 1218,60; 1301,60; 01,31; 1167,66; -06,38; 1,04; 1621; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_12:56:46; AMEE.DE; 701,80; 701,80; 54,92; 543,52; 00,00; 1,29; 338; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_12:56:44; LSMC.DE; 78,49; 79,58; 43,30; 62,17; -01,37; 1,26; 8106; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_12:57:44; DFEN.DE; 58,63; 64,51; 56,23; 51,52; -09,11; 1,14; 97929; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_12:32:29; WTIF.DE; 52,50; 52,70; 50,06; 40,63; -00,38; 1,29; 16522; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_12:57:55; EUDF.DE; 33,52; 36,03; 34,39; 30,79; -06,98; 1,09; 155174; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_12:57:12; LYBK.DE; 343,00; 349,15; 72,11; 279,57; -01,76; 1,23; 8393; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_12:57:53; IBCJ.DE; 30,09; 30,70; 40,39; 25,74; -01,99; 1,17; 43663; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_11:52:10; SXR2.DE; 244,20; 246,50; 17,08; 218,34; -00,93; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_11:38:43; UFMB.DE; 21,18; 21,43; 20,32; 19,21; -01,14; 1,10; 4892; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_12:56:25; CEMR.DE; 15,55; 15,82; 23,27; 13,86; -01,69; 1,12; 13673; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_12:52:11; XB4A.DE; 117,20; 117,48; 52,19; 97,39; -00,24; 1,20; 3278; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_12:56:46; XESP.DE; 58,04; 58,23; 49,77; 48,41; -00,33; 1,20; 5661; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_12:55:11; JEDI.DE; 70,04; 75,06; 85,99; 48,75; -06,69; 1,44; 11966; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_13:05:04; VWCE.DE; 148,88; 150,38; 06,74; 138,23; -01,00; 1,08; 102649; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_13:02:56; SXRV.DE; 1219,00; 1301,60; 01,31; 1167,66; -06,35; 1,04; 1631; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_12:56:46; AMEE.DE; 701,80; 701,80; 54,92; 543,52; 00,00; 1,29; 338; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_13:04:22; LSMC.DE; 78,59; 79,58; 43,30; 62,17; -01,24; 1,26; 8773; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_13:04:58; DFEN.DE; 58,63; 64,51; 56,23; 51,52; -09,11; 1,14; 109357; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_12:58:35; WTIF.DE; 52,54; 52,70; 50,06; 40,63; -00,30; 1,29; 16560; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_13:04:38; EUDF.DE; 33,50; 36,03; 34,39; 30,79; -07,04; 1,09; 156372; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_13:02:25; LYBK.DE; 343,15; 349,15; 72,11; 279,57; -01,72; 1,23; 10797; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_13:04:45; IBCJ.DE; 30,10; 30,70; 40,39; 25,74; -01,97; 1,17; 44205; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_11:52:10; SXR2.DE; 244,20; 246,50; 17,08; 218,34; -00,93; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:00:12; UFMB.DE; 21,21; 21,43; 20,32; 19,21; -01,00; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_12:56:25; CEMR.DE; 15,55; 15,82; 23,27; 13,86; -01,69; 1,12; 13673; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_13:03:40; XB4A.DE; 117,24; 117,48; 52,19; 97,39; -00,20; 1,20; 3288; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_13:02:57; XESP.DE; 58,05; 58,23; 49,77; 48,41; -00,31; 1,20; 5833; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_13:01:57; JEDI.DE; 70,20; 75,06; 85,99; 48,75; -06,47; 1,44; 11970; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_13:10:40; VWCE.DE; 148,88; 150,38; 06,74; 138,23; -01,00; 1,08; 103358; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_13:10:31; SXRV.DE; 1218,80; 1301,60; 01,31; 1167,66; -06,36; 1,04; 1645; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_12:56:46; AMEE.DE; 701,80; 701,80; 54,92; 543,52; 00,00; 1,29; 338; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_13:04:22; LSMC.DE; 78,59; 79,58; 43,30; 62,17; -01,24; 1,26; 8773; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_13:07:42; DFEN.DE; 58,63; 64,51; 56,23; 51,52; -09,11; 1,14; 132708; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_13:10:44; WTIF.DE; 52,41; 52,70; 50,06; 40,63; -00,55; 1,29; 16927; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_13:08:44; EUDF.DE; 33,47; 36,03; 34,39; 30,79; -07,11; 1,09; 157785; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_13:09:18; LYBK.DE; 342,80; 349,15; 72,11; 279,57; -01,82; 1,23; 10874; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_13:07:26; IBCJ.DE; 30,13; 30,70; 40,39; 25,74; -01,86; 1,17; 44306; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_11:52:10; SXR2.DE; 244,20; 246,50; 17,08; 218,34; -00,93; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:00:12; UFMB.DE; 21,21; 21,43; 20,32; 19,21; -01,00; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_13:10:14; CEMR.DE; 15,54; 15,82; 23,27; 13,86; -01,73; 1,12; 14035; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_13:09:08; XB4A.DE; 117,18; 117,48; 52,19; 97,39; -00,26; 1,20; 4149; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_13:10:25; XESP.DE; 58,06; 58,23; 49,77; 48,41; -00,29; 1,20; 7633; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_13:08:04; JEDI.DE; 70,20; 75,06; 85,99; 48,75; -06,47; 1,44; 11972; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
